Agency,MMR Goal,Critical,Performance Indicator,FY12,FY13,FY14,FY15,FY16,TGT16,TGT17,Desired direction,5yr trend
DOT,7b,FALSE,Percent meeting time to close - Broken Muni Meter - No Receipt (14 days),87%,47%,96%,98%,68%,90%,90%,Neutral,Neutral
DPR,1a,TRUE,Parks rated acceptable for cleanliness (%),88%,90%,91%,92%,92%,90%,90%,Up,Neutral
DPR,6b,FALSE,Percent meeting time to first action - Dead Tree - Dead/Dying Tree (7 days),87%,87%,69%,69%,72%,90%,90%,Neutral,Down
DPR,6b,FALSE,Percent meeting time to first action - New Tree Request - For One Address (180 days),80%,98%,98%,99%,90%,90%,90%,Neutral,Neutral
DYCD,1a,TRUE,COMPASS NYC programs meeting target enrollment - elementary (school year) (%),100%,97%,99%,100%,99%,90%,90%,Up,Neutral
DYCD,1a,TRUE,COMPASS NYC programs meeting target enrollment (summer) (%),97%,93%,95%,92%,80%,90%,90%,Up,Down
DYCD,1b,TRUE,Utilization rate for crisis beds (%),98%,98%,98%,99%,96%,90%,90%,Up,Neutral
DYCD,4a,TRUE,Agency assessments completed as a percent of total agency contracts (%),90%,97%,91%,56%,90%,90%,90%,Up,Down
HRA,6a,FALSE,Letters responded to in 14 days (%),76.2%,77.8%,87.3%,80.5%,86.9%,90%,90%,Up,Up
HRA,6a,FALSE,E-mails responded to in 14 days (%),93.3%,95.5%,96.2%,93.5%,92.9%,90%,90%,Up,Neutral
TLC,3a,FALSE,Letters responded to in 14 days (%),97%,94%,92%,99%,NA,90%,90%,Up,NA
TLC,3b,FALSE,Percent meeting time to first action - For-hire Vehicle Complaint (14 days),90%,88%,96%,61%,88%,90%,90%,Neutral,Down
TLC,3b,FALSE,Percent meeting time to first action - Lost Property (7 days),94%,94%,87%,86%,72%,90%,90%,Neutral,Down
TLC,3b,FALSE,Percent meeting time to first action - Taxi Complaint (14 days),93%,82%,94%,61%,86%,90%,90%,Neutral,Down
DEP,7a,FALSE,Visitors rating customer service at borough centers as good or better (%),88.8%,90.8%,93.0%,93.0%,95.0%,90.0%,90.0%,Up,Neutral
DOT,3a,TRUE,Staten Island Ferry - Trips that are on time (%),88.9%,88.6%,91.1%,92.1%,92.3%,90.0%,90.0%,Up,Neutral
H + H,1b,TRUE,Prenatal patients retained in care through delivery (%),85.8%,83.0%,85.5%,87.1%,87.0%,90.0%,90.0%,Up,Neutral
DHS,3a,FALSE,Single adults exiting to permanent housing,"7,541","8,526","10,012","8,734","8,649","9,000","9,000",Up,Up
NYPL,1a,FALSE,Reference queries (000),"8,844","8,777","8,446","9,047","9,141","9,140","9,000",Up,Neutral
HRA,1b,TRUE,SNAP application timeliness rate (%),93.1%,93.5%,87.2%,81.4%,93.9%,90.6%,90.6%,Up,Neutral
NYCHA,2a,TRUE,Active capital projects in construction phase on schedule (%),91.1%,70.2%,61.0%,54.9%,94.2%,91.1%,91.1%,Up,Neutral
SBS,4a,TRUE,Minority and Women-owned Business Enterprises awarded City contracts,633,651,684,902,"1,011",698,920,Up,Up
DOHMH,1a,TRUE,Patients enrolled in Ryan White with current antiretroviral (ARV) prescription at last assessment (%),NA,82.6%,87.0%,87.7%,86.4%,92.0%,92.0%,Neutral,NA
DSNY,1a,TRUE,Streets rated acceptably clean (%),95.5%,94.5%,93.3%,92.7%,95.0%,92.0%,92.0%,Up,Neutral
DOE,1a,TRUE,Average daily attendance (%),91.6%,91.3%,91.1%,91.7%,91.9%,91.7%,92.9%,Up,Neutral
DCA,1b,TRUE,Licensing Law compliance rate (%),94%,93%,93%,95%,95%,93%,93%,Up,Neutral
DPR,1a,TRUE,Recreation centers rated acceptable for cleanliness (%),100%,100%,98%,100%,100%,93%,93%,Up,Neutral
NYPL,1a,FALSE,Program sessions,"53,157","59,030","65,842","77,823","91,281","80,200","93,000",Up,Up
CCRB,1b,TRUE,Mediation satisfaction rate (%),NA,97%,90%,90%,88%,94%,94%,Up,NA
DOE,1a,FALSE,- Elementary/middle (%),93.8%,93.3%,92.9%,93.4%,93.6%,93.9%,94.6%,Up,Neutral
DCAS,6a,FALSE,Vehicles with highest emission ratings purchased pursuant to Local Law 38 in the citywide fleet (%),98%,94%,99%,98%,98%,95%,95%,Up,Neutral
DCAS,6a,FALSE,- Vehicles with highest emission ratings purchased pursuant to Local Law 38 in DCAS-managed fleet (%),NA,94%,99%,96%,100%,95%,95%,Up,NA
DDC,1b,FALSE,Projects audited (%),100%,100%,100%,100%,100%,95%,95%,Up,Neutral
DEP,7a,FALSE,E-mails responded to in 14 days (%),91%,94%,88%,86%,93%,95%,95%,Up,Neutral
DEP,7a,FALSE,Letters responded to in 14 days (%),96%,97%,97%,99%,99%,95%,95%,Up,Neutral
DOHMH,7b,FALSE,Percent meeting time to first action - Indoor Air Quality (14 days),99%,97%,99%,99%,99%,95%,95%,Neutral,Neutral
DOI,1a,FALSE,VENDEX checks completed within 30 days (%),98%,93%,88%,99%,95%,95%,95%,Up,Neutral
DoITT,4a,FALSE,Inspected phones passing scorecard appearance standards (%),98%,98%,97%,98%,99%,95%,95%,Up,Neutral
DPR,1a,TRUE,Play equipment rated acceptable (%),92%,93%,93%,92%,95%,95%,95%,Up,Neutral
DPR,1a,TRUE,Safety surfaces rated acceptable (%),92%,93%,94%,95%,95%,95%,95%,Up,Neutral
DPR,1a,TRUE,Comfort stations in service (in season only) (%),93%,94%,95%,97%,95%,95%,95%,Up,Neutral
DPR,1a,TRUE,Spray showers in service (in season only) (%),97%,92%,96%,94%,92%,95%,95%,Up,Neutral
DPR,1a,TRUE,Drinking fountains in service (in season only) (%),93%,95%,95%,94%,96%,95%,95%,Up,Neutral
DPR,2a,TRUE,- Removed within 30 days of service request (%),94%,91%,99%,97%,84%,95%,95%,Up,Neutral
DPR,6b,FALSE,Percent meeting time to first action - Damaged Tree - Branch or Limb Has Fallen Down (8 days),94%,94%,82%,83%,94%,95%,95%,Neutral,Neutral
DPR,6b,FALSE,Percent meeting time to first action - Overgrown Tree/Branches - Hitting Building (30 days),93%,92%,88%,57%,48%,95%,95%,Neutral,Down
HPD,5a,FALSE,"Visitors to the Division of Tenant Resources, Client and Owner Services rating customer service as good or better (%)",99%,99%,NA,85%,83%,95%,95%,Up,NA
DFTA,1b,TRUE,Senior center utilization rate (%),93.0%,86.0%,86.0%,85.0%,86.0%,95.0%,95.0%,Neutral,Neutral
DOC,1e,TRUE,On-trial inmates delivered to court on-time (%),96.9%,94.9%,94.2%,90.9%,84.0%,95.0%,95.0%,Up,Down
EDC,2a,TRUE,Occupancy rate of NYCEDC-managed property (%),95.0%,95.7%,97.3%,93.3%,93.7%,95.0%,95.0%,Up,Neutral
DOC,1d,TRUE,Population as percent of capacity (%),92%,89%,86%,80%,80%,96%,96%,Neutral,Down
OATH,1a,FALSE,OATH Trials Division facts and conclusions adopted by agencies (%),98%,99%,98%,99%,99%,96%,96%,Up,Neutral
HRA,1a,TRUE,Cash assistance application timeliness rate (%),94.5%,92.6%,93.6%,94.4%,97.5%,96.0%,96.0%,Up,Neutral
DFTA,2b,TRUE,Hours of home care services provided,"823,831","890,232","996,105","906,442","1,097,543","961,500","961,500",Up,Up
DCAS,6b,FALSE,- Fleet in-service rate for DCAS-managed fleet (%),NA,98%,98%,98%,98%,97%,97%,Up,NA
DOF,1a,TRUE,Property taxes billed that are paid (%),97.3%,97.5%,98.6%,98.5%,98.6%,97.0%,97.0%,Up,Neutral
DSNY,1a,TRUE,Sidewalks rated acceptably clean (%),96.3%,96.1%,96.0%,95.5%,96.5%,97.0%,97.0%,Up,Neutral
NYCHA,1b,TRUE,Elevator service uptime,99.4%,99.2%,99.1%,99.0%,98.6%,97.0%,97.0%,Up,Neutral
NYCHA,2c,TRUE,Utilization rate for Section 8 vouchers (%),95.3%,93.9%,91.2%,88.1%,87.0%,97.0%,97.0%,Up,Neutral
SBS,3a,TRUE,Average acceptably clean BID sidewalk ratings (%),99.0%,98.5%,96.5%,96.1%,96.8%,97.0%,97.0%,Up,Neutral
NYCHA,1a,TRUE,Rent collection (%),99.2%,94.4%,94.6%,94.9%,94.9%,97.5%,97.5%,Up,Neutral
BPL,1a,TRUE,Total library attendance (000),"12,024","10,067","8,432","8,699","8,686","9,296","9,774",Up,Down
DCA,1b,FALSE,Weights and Measures Law compliance rate - gasoline pumps (%),95%,97%,99%,99%,100%,98%,98%,Up,Neutral
DOT,7b,FALSE,Percent meeting time to close - Street Condition - Pothole (30 days),100%,100%,97%,98%,100%,98%,98%,Neutral,Neutral
DOT,7b,FALSE,Percent meeting time to first action - Street Light Condition - Street Light Out (10 days),96%,99%,93%,99%,98%,98%,98%,Neutral,Neutral
DOE,1a,FALSE,Students in grades 1 to 9 promoted (%),94.6%,94.5%,94.7%,96.0%,96.3%,98.0%,98.0%,Up,Neutral
DoITT,3a,TRUE,Cable complaints resolved within 30 days (%),99.2%,99.3%,99.4%,99.8%,100.0%,98.0%,98.0%,Up,Neutral
DOT,1b,TRUE,Muni-meters that are operable (%),99.2%,99.2%,99.3%,99.2%,99.2%,98.0%,98.0%,Up,Neutral
HPD,4a,TRUE,Section 8     - Voucher utilization rate,97.1%,98.2%,98.2%,93.3%,94.5%,98.0%,98.0%,Up,Neutral
DOHMH,1b,TRUE,Children in the public schools who are in compliance with required immunizations (%),99.1%,99.1%,99.2%,99.0%,98.8%,99.0%,99.0%,Up,Neutral
NYCHA,2b,TRUE,Occupancy rate (%),99.2%,98.8%,99.4%,99.5%,99.5%,99.2%,99.2%,Up,Neutral
HRA,1c,TRUE,Application timeliness rate for Medicaid administered by HRA (%),99.4%,98.3%,91.7%,96.5%,92.1%,99.4%,99.4%,Up,Neutral
DoITT,1a,TRUE,"Average uptime of key systems (mainframe, UNIX, Wintel) (%)",99.95%,99.83%,99.72%,99.36%,99.59%,99.99%,99.99%,Up,Neutral
DoITT,1a,FALSE,Uptime of NYC.gov (%),99.78%,99.99%,99.93%,99.99%,100.00%,99.99%,99.99%,Up,Neutral
DoITT,1a,FALSE,Uptime of NYCWiN (%),99.99%,99.99%,100.00%,100.00%,99.99%,99.99%,99.99%,Up,Neutral
DoITT,1a,FALSE,Uptime of 800 MHz network (%),99.98%,99.99%,100.00%,100.00%,100.00%,99.99%,99.99%,Up,Neutral
DoITT,1a,FALSE,Uptime of Citywide Radio Network (%),99.99%,99.99%,100.00%,100.00%,100.00%,99.99%,99.99%,Up,Neutral
DoITT,1d,TRUE,Uptime of telecommunications network (Voice over Internet Protocol) (%),NA,99.97%,100.00%,100.00%,100.00%,99.99%,99.99%,Up,NA
BIC,1b,TRUE,Average time to approve waste hauling applications (days) - New and Renewal,238,180,96,234,235,Down,Down,Down,Up
BIC,1b,TRUE,Average time to approve waste hauling applications (days) - New,309,212,103,235,154,Down,Down,Down,Down
BIC,1b,TRUE,Average time to approve waste hauling applications (days) - Renewal,203,166,94,234,254,Down,Down,Down,Up
DCA,4a,TRUE,Average time to resolve all PSL complaints (calendar days),NA,NA,NA,33,101,Down,Down,Down,NA
DCAS,2c,TRUE,Average square feet of office space per employee,280,280,262,261,256,280,Down,Down,Neutral
DDC,1b,TRUE,Project inspections with at least one high-risk deviation (%),50.7%,56.3%,72.7%,74.6%,69.1%,Down,Down,Down,Up
DHS,2a,TRUE,Adult families entering the DHS shelter services system,"1,109","1,156","1,283","1,385","1,476",Down,Down,Down,Up
DHS,2a,TRUE,Families with children entering the DHS shelter services system,"10,878","12,306","11,848","12,671","13,311",Down,Down,Down,Up
DHS,2a,TRUE,Single adults entering the DHS shelter services system,"17,872","16,448","17,547","18,091","19,139",Down,Down,Down,Neutral
DHS,2b,TRUE,"Adult shelter inspections with safety, maintenance or cleanliness deficiencies per 1,000 beds",0.28,0.15,0.00,0.01,0.00,Down,Down,Down,Down
DHS,2b,TRUE,"Critical incidents in the adult shelter system, per 1,000 residents",NA,NA,NA,NA,3.2,Down,Down,Down,NA
DHS,2b,TRUE,"Critical incidents in the adult family shelter system, per 1,000 residents",NA,NA,NA,NA,3.7,Down,Down,Down,NA
DHS,2b,TRUE,"Critical incidents in the families with children shelter system, per 1,000 residents",NA,NA,NA,NA,1.7,Down,Down,Down,NA
DHS,3a,TRUE,Average length of stay for single adults in shelter (days),275,293,305,329,355,Down,Down,Down,Up
DHS,3a,TRUE,Average length of stay for adult families in shelter (days),416,469,515,534,563,Down,Down,Down,Up
DHS,3a,TRUE,Average length of stay for families with children in shelter (days),337,375,427,430,431,Down,Down,Down,Up
DHS,3b,TRUE,Families with children who exited to permanent housing and returned to the DHS shelter services system within one year - subsidized placement,1.1%,2.7%,2.4%,3.0%,1.4%,Down,Down,Down,Up
DHS,3b,TRUE,Families with children who exited to permanent housing and returned to the DHS shelter services system within one year - unsubsidized placement,9.7%,10.2%,13.4%,19.9%,19.9%,Down,Down,Down,Up
DHS,3b,TRUE,Adult Families who exited to permanent housing and returned to the DHS shelter services system within one year - subsidized placement,3.2%,1.7%,0.0%,1.0%,1.6%,Down,Down,Down,Down
DHS,3b,TRUE,Adult families who exited to permanent housing and returned to the DHS shelter services system within one year - unsubsidized placement,9.1%,15.6%,13.0%,18.3%,11.9%,Down,Down,Down,Up
DHS,4a,TRUE,"Unsheltered individuals who are estimated to be living on the streets, in parks, under highways, on subways, and in the public transportation stations in New York City","3,262","3,180","3,357","3,182","2,794",Down,Down,Down,Down
DOB,2c,TRUE,Construction-related injuries,187,187,212,324,526,Down,Down,Down,Up
DOB,2c,TRUE,Construction-related fatalities,7,5,6,10,11,Down,Down,Down,Up
DOC,1a,TRUE,"Violent inmate-on-inmate incidents (monthly rate per 1,000 ADP)",26.9,27.2,32.9,37.8,47.8,Down,Down,Down,Up
DOC,1a,TRUE,"Serious injury to inmate(s) as a result of violent inmate-on-inmate incidents (monthly rate per 1,000 ADP)",1.3,1.4,1.8,2.5,2.5,Down,Down,Down,Up
DOC,1a,TRUE,"Inmate assault on staff (monthly rate per 1,000 ADP)",4.0,4.7,5.9,8.6,7.9,Down,Down,Down,Up
DOC,1a,TRUE,"Serious injury to staff as a result of inmate assault on staff (monthly rate per 1,000 ADP)",0.27,0.20,0.39,0.35,0.20,Down,Down,Down,Neutral
DOC,1a,TRUE,Escapes,0,1,0,0,0,Down,Down,Down,Down
DOC,1a,TRUE,Non-natural deaths of inmates in custody,2,3,2,0,0,Down,Down,Down,Down
DOC,1b,TRUE,"Department use of force incidents with serious injury (rate per 1,000 ADP)",1.00,0.92,1.18,1.14,0.66,Down,Down,Down,Down
DOC,1c,TRUE,- Average clinic waiting time (minutes),28,35,41,34,28,Down,Down,Down,Neutral
DOE,4a,TRUE,- Fair to poor condition (%),0.3%,0.3%,0.0%,0.1%,NA,Down,Down,Down,NA
DOE,5a,TRUE,School safety - Seven major felony crimes,812,699,654,614,532,Down,Down,Down,Down
DOE,5a,TRUE,- Other criminal categories,"3,295","2,626","2,485","2,286","2,219",Down,Down,Down,Down
DOE,5a,TRUE,- Other incidents,"5,365","4,350","3,811","3,975","4,092",Down,Down,Down,Down
DOF,4a,TRUE,Average time to address inquiries (days),NA,NA,NA,NA,9.0,Down,Down,Down,NA
DOF,4a,TRUE,Average time to close a case (days),NA,NA,NA,NA,53.7,Down,Down,Down,NA
DOHMH,1a,TRUE,New HIV diagnoses (CY Preliminary),"3,467","3,303","3,016","2,718","2,449",Down,Down,Down,Down
DOHMH,1a,TRUE,Syphilis cases,903,"1,104","1,234","1,315","1,700",Down,Down,Down,Up
DOHMH,1b,TRUE,New tuberculosis cases (CY),689,651,656,585,575,Down,Down,Down,Down
DOHMH,2b,TRUE,"Asthma-related emergency department visits among children ages 5-17 (per 10,000 children) (CY) (preliminary)",NA,231.9,232.1,231.6,NA,Down,Down,Down,NA
DOHMH,3a,TRUE,Childhood blood lead levels - new cases among children aged 6 months to less than six years with blood lead levels greater than or equal to 10 micrograms per deciliter,"1,042",844,772,818,784,Down,Down,Down,Down
DOHMH,4a,TRUE,Deaths from unintentional drug overdose (CY),651,725,786,793,939,Down,Down,Down,Up
DOT,2a,TRUE,Overall traffic crashes,"200,867","200,188","205,066","209,729","225,318",Down,Down,Down,Up
DOT,2a,TRUE,Citywide traffic fatalities,291,261,285,249,236,Down,Down,Down,Down
DPR,1b,TRUE,Major felonies reported on Parks' properties (excludes Central Park) - Crimes against persons,NA,NA,NA,488,612,Down,Down,Down,NA
DPR,1b,TRUE,- Crimes against properties,NA,NA,NA,465,469,Down,Down,Down,NA
DPR,2b,TRUE,Average time to close - Tree emergency service requests (days),NA,10.4,21.2,17.1,22.7,Down,Down,Down,NA
FDNY,1a,TRUE,Structural fires,"25,254","25,278","25,902","27,189","26,922",Down,Down,Down,Neutral
FDNY,1a,TRUE,Non-structural fires,"14,580","14,145","16,867","17,022","15,044",Down,Down,Down,Up
FDNY,1c,TRUE,"Serious fires per 1,000 structural fires",106,103,97,93,88,Down,Down,Down,Down
FDNY,1c,TRUE,Serious fires reaching second alarm or higher (%),6%,7%,8%,8%,8%,Down,Down,Down,Up
FDNY,1c,TRUE,Civilian fire fatalities,70,47,81,55,64,Down,Down,Down,Neutral
FDNY,1c,TRUE,Firefighter burns,198,233,186,215,218,Down,Down,Down,Neutral
FDNY,1c,TRUE,Firefighter injuries,"10,738","9,273","8,663","8,926","9,416",Down,Down,Down,Down
H + H,1b,TRUE,Uninsured patients served,"478,731","475,627","469,239","421,647","425,089",Down,Down,Down,Down
LAW,1a,TRUE,Total citywide payout for judgments and claims ($000),"$506,048","$490,175","$579,899","$608,500","$655,873",Down,Down,Down,Up
NYCHA,1b,TRUE,Alleged elevator injuries reported to DOB,13.0,16.0,9.0,17.0,20.0,Down,Down,Down,Up
NYCHA,1b,TRUE,Elevator related fatalities,0,0,0,1,2,Down,Down,Down,Up
NYCHA,1d,TRUE,Major felony crimes in public housing developments,"4,771","5,018","5,328","4,858","5,205",Down,Down,Down,Neutral
NYPD,1a,TRUE,Major felony crime,"109,299","110,099","110,023","103,872","105,614",Down,Down,Down,Neutral
NYPD,1a,TRUE,- Murder and non-negligent manslaughter,474,369,320,348,341,Down,Down,Down,Down
NYPD,1a,TRUE,- Forcible rape,"1,098","1,198","1,064","1,064","1,164",Down,Down,Down,Neutral
NYPD,1a,TRUE,- Robbery,"20,291","19,319","18,208","16,428","16,670",Down,Down,Down,Down
NYPD,1a,TRUE,- Felonious assault,"18,762","19,616","20,517","19,544","20,877",Down,Down,Down,Neutral
NYPD,1a,TRUE,- Burglary,"19,162","18,360","17,140","15,828","14,463",Down,Down,Down,Down
NYPD,1a,TRUE,- Grand larceny,"40,642","43,622","45,238","43,112","45,164",Down,Down,Down,Neutral
NYPD,1a,TRUE,- Grand larceny auto,"8,870","7,615","7,536","7,548","6,935",Down,Down,Down,Down
NYPD,1a,TRUE,Major felony crime in housing developments,"4,771","5,018","5,328","4,858","5,205",Down,Down,Down,Neutral
NYPD,1a,TRUE,Major felony crime in transit system,"2,741","2,535","2,488","2,283","2,520",Down,Down,Down,Down
NYPD,1a,TRUE,School safety - Major felony crime,812,699,654,614,532,Down,Down,Down,Down
NYPD,1c,TRUE,Average response time to all crimes in progress (dispatch and travel time only) (minutes),9.1,9.0,8.5,9.3,9.1,Down,Down,Down,Neutral
NYPD,2a,TRUE,Traffic fatalities (motorist/passengers),115,93,113,90,84,Down,Down,Down,Down
NYPD,2a,TRUE,Traffic fatalities (bicyclists/pedestrians),176,168,172,159,152,Down,Down,Down,Down
3-1-1,1a,TRUE,311 Online site visits (000),"2,117","3,998","5,248","9,656","13,018",Up,Up,Up,Up
DCAS,5c,TRUE,Cumulative installed solar capacity (kilowatts),334.2,428.5,428.5,"2,759.1","7,996.0",Up,Up,Up,Up
DOE,1a,TRUE,Students in cohort graduating from high school in 6 years (%) (NYSED),72.7%,74.7%,NA,NA,NA,Up,Up,Up,NA
DOE,2b,TRUE,Students with disabilities in cohort graduating from high school in 6 years (%) (NYSED),40.0%,48.2%,NA,NA,NA,Up,Up,Up,NA
DOE,4a,TRUE,School building ratings  - Good condition (%),1.1%,0.9%,0.6%,0.7%,NA,Up,Up,Up,NA
DOE,4a,TRUE,- Fair to good condition (%),49.2%,43.4%,43.8%,49.2%,NA,Up,Up,Up,NA
DOHMH,3a,TRUE,Child care inspections that do not require a compliance inspection (%),70.0%,62.9%,66.9%,65.9%,62.0%,Up,Up,Up,Neutral
DOHMH,3b,TRUE,Restaurants scoring an ÔAÕ grade (%),86.0%,86.9%,90.0%,93.0%,92.7%,Up,Up,Up,Neutral
DOHMH,3c,TRUE,Compliance inspections found to be rat free (%),51.0%,52.6%,50.9%,46.8%,47.8%,Up,Up,Up,Neutral
DOI,1b,TRUE,Financial recoveries to the City ordered/agreed ($000),"$523,356","$38,428","$11,144","$10,603","$3,004",Up,Up,Up,Down
DOI,1b,TRUE,Financial recoveries to the City collected ($000),"$477,784","$6,041","$33,248","$6,034","$5,095",Up,Up,Up,Down
DoITT,1c,TRUE,Projects completed on time (%),NA,NA,NA,75%,71%,Up,Up,Up,NA
DoITT,2a,TRUE,NYC.gov web page views (000),NA,NA,NA,NA,"271,252.2",Up,Up,Up,NA
DOP,2b,TRUE,Successful completion rate for adult probationers (%),64%,58%,59%,66%,68%,Up,Up,Up,Up
DOP,2b,TRUE,Successful completion rate for juvenile probationers (%),62%,58%,60%,59%,61%,Up,Up,Up,Neutral
DOT,3a,TRUE,In-season cycling index,390,388,422,437,NA,Up,Up,Up,NA
DPR,2c,TRUE,Trees planted,NA,NA,NA,NA,"62,086",Up,Up,Up,NA
DPR,3b,TRUE,New Yorkers living within walking distance of a park (%),NA,NA,NA,79.4%,81.0%,Up,Up,Up,NA
DPR,4a,TRUE,Total recreation center memberships,"111,747","131,824","159,789","159,431","162,062",Up,Up,Up,Up
DPR,4a,TRUE,Total recreation center attendance,"3,098,257","3,016,412","3,398,432","3,422,683","4,277,349",Up,Up,Up,Up
EDC,3a,TRUE,Businesses served by industry-focused programmatic initiatives,NA,"1,070","1,290","1,366","2,722",Up,Up,Up,NA
EDC,3b,TRUE,"- Projected net City tax revenues generated in connection with closed contracts ($000,000)",$302.1,$576.4,"$1,370.4","$1,435.6",$312.6,Up,Up,Up,Up
EDC,3b,TRUE,"- Projected net City tax revenues generated in connection with closed contracts ($000,000)",NA,$173.6,$250.9,$515.6,$411.2,Up,Up,Up,NA
FDNY,2b,TRUE,Cardiac arrest patients revived (%),NA,26%,25%,26%,24%,Up,Up,Up,NA
FDNY,2b,TRUE,- Witnessed cardiac arrest patients revived (%),NA,45%,45%,45%,46%,Up,Up,Up,NA
H + H,1b,TRUE,Number of unique patients,NA,"1,169,326","1,176,275","1,172,405","1,168,663",Up,Up,Up,NA
H + H,1b,TRUE,MetroPlus membership,NA,"429,931","468,020","472,251","501,134",Up,Up,Up,NA
HPD,1a,TRUE,Emergency complaints closed within 12 days of receipt (%),NA,73%,72%,70%,71%,Up,Up,Up,NA
HRA,2a,TRUE,Clients whom HRA helped obtain employment (000),NA,NA,48.1,46.6,47.0,Up,Up,Up,NA
HRA,2a,TRUE,Safety Net Assistance (SNA) cases engaged in training or education in accordance with New York City guidelines (%),NA,16.2%,19.0%,20.7%,25.5%,Up,Up,Up,NA
